CAND_ID,degree_in,degree_in_raw,degree_out,degree_out_raw,pagerank,katz,"CANDIDATE NAME (Last, First)",chairs_next,chairs_now,total,negative,positive,absolute,PAC,SupPAC,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,cumulative_occurrence,24E,24A,total_24a_positive,total_24e_positive
H0MN04049,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"McCollum, Betty",0,0,357691,-11.0,368.691,379.691,104,0,DEM,MN,2,0.0,0.0,0.0,0.0
H6WA06021,0.002304147465437788,1,0.002304147465437788,1,0.0011277017125919029,0.023289567503132356,"Dicks, Norm",1,0,718004,-27.0,745.004,772.004,162,0,DEM,WA,2,0.0,0.0,0.0,0.0
H8WA07132,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"McDermott, Jim",0,0,258396,-19.0,277.396,296.396,82,0,DEM,WA,2,0.0,0.0,0.0,0.0
H8CA01109,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Thompson, Mike",0,0,866770,-32.5,899.27,931.77,227,0,DEM,CA,2,0.0,0.0,0.0,0.0
H8ID02064,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Simpson, Mike",0,0,496512,-8.0,504.512,512.512,149,0,REP,ID,2,0.0,0.0,0.0,0.0
H2IL01042,0.002304147465437788,1,0.004608294930875576,2,0.0018730570448616582,0.023524815659729647,"Rush, Bobby L.",0,0,426121,-23.5,449.621,473.121,141,0,DEM,IL,2,0.0,0.0,0.0,0.0
H0CA48024,0.0,0,0.06221198156682028,27,0.0010768418468660751,0.021172334093756684,"Issa, Darrell",1,1,686944,-6.0,692.944,698.944,207,0,REP,CA,2,0.0,0.0,0.0,0.0
H6PA16197,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Pitts, Joseph R.",0,0,456283,-13.0,469.283,482.283,164,0,REP,PA,2,0.0,0.0,0.0,0.0
H4OK02089,0.002304147465437788,1,0.0,0,0.001114986746160446,0.023289567503132356,"Boren, Dan",0,0,703143,-16.5,719.643,736.143,199,0,DEM,OK,2,0.0,0.0,0.0,0.0
H2MD02160,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Ruppersberger, C.A. Dutch",1,0,498631,-9.5,508.131,517.631,135,0,DEM,MD,2,0.0,0.0,0.0,0.0
H2TN06030,0.002304147465437788,1,0.0,0,0.0012294214440435585,0.023289567503132356,"Blackburn, Marsha ",0,0,773105,-16.6,789.705,806.305,235,0,REP,TN,2,0.0,0.0,0.0,0.0
H8NY06048,0.002304147465437788,1,0.0,0,0.001152039022990945,0.023770473729823507,"Meeks, Gregory W.",0,0,595532,-26.8,622.332,649.132,176,0,DEM,NY,2,0.0,0.0,0.0,0.0
H6NJ09165,0.0,0,0.020737327188940093,9,0.0010768418468660751,0.021172334093756684,"Rothman, Steven R.",0,0,399576,-18.0,417.576,435.576,106,0,DEM,NJ,2,0.0,0.0,0.0,0.0
H6MN05183,0.0,0,0.01152073732718894,5,0.0010768418468660751,0.021172334093756684,"Ellison, Keith",0,0,312667,-7.5,320.167,327.667,92,0,DEM,MN,2,0.0,0.0,0.0,0.0
H0AZ01184,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Flake, Jeff",0,0,41903,-2.0,43.903,45.903,28,0,REP,AZ,2,0.0,0.0,0.0,0.0
H4CA16049,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Lofgren, Zoe",0,1,383399,-13.5,396.899,410.399,128,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6CA21028,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Gallegly, Elton",0,0,148107,-4.9,153.007,157.907,62,0,REP,CA,2,0.0,0.0,0.0,0.0
H2CA25036,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"McKeon, Howard P. ""Buck""",1,1,586065,-14.5,600.565,615.065,144,0,REP,CA,2,0.0,0.0,0.0,0.0
H8CA35032,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Dreier, David",1,1,511068,-19.0,530.068,549.068,147,0,REP,CA,2,0.0,0.0,0.0,0.0
H6CA24113,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Sherman, Brad",0,0,506595,-9.0,515.595,524.595,153,0,DEM,CA,2,0.0,0.0,0.0,0.0
H8CA41063,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Miller, Gary G.",0,0,367784,-1.0,368.784,369.784,109,0,REP,CA,2,0.0,0.0,0.0,0.0
H6CA48039,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Campbell, John",0,0,520224,-2.0,522.224,524.224,146,0,REP,CA,2,0.0,0.0,0.0,0.0
H6FL06035,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Young, C.W. Bill",0,0,361261,-10.5,371.761,382.261,96,0,REP,FL,2,0.0,0.0,0.0,0.0
H6FL13148,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Buchanan, Vern",0,0,324809,-4.5,329.309,333.809,86,1,REP,FL,2,1.0,0.0,0.0,2.834
H0FL04066,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Crenshaw, Ander",0,0,235724,-10.0,245.724,255.724,61,0,REP,FL,2,0.0,0.0,0.0,0.0
H8FL06056,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Stearns, Clifford B. ""Cliff""",0,0,442974,-2.0,444.974,446.974,152,0,REP,FL,2,0.0,0.0,0.0,0.0
H2FL08055,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Mica, John L.",1,1,668245,-12.0,680.245,692.245,225,0,REP,FL,2,0.0,0.0,0.0,0.0
H2GA01157,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Kingston, Jack",0,0,573915,-10.5,584.415,594.915,168,0,REP,GA,2,0.0,0.0,0.0,0.0
H6IL02124,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Jackson, Jesse L., Jr.",0,0,239677,-11.1,250.777,261.877,83,0,DEM,IL,2,0.0,0.0,0.0,0.0
H2MD06054,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Bartlett, Roscoe G.",0,0,127830,-21.5,149.33,170.83,44,0,REP,MD,2,0.0,0.0,0.0,0.0
H0MI10071,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Camp, Dave",1,1,2235405,-39.874,2275.279,2315.153,523,0,REP,MI,2,0.0,0.0,0.0,0.0
H6MI04113,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Upton, Fred",1,0,1306785,-21.75,1328.535,1350.285,347,0,REP,MI,2,0.0,0.0,0.0,0.0
H8MS03067,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Harper, Gregg",0,0,261220,-3.5,264.72,268.22,91,0,REP,MS,2,0.0,0.0,0.0,0.0
H4NC05146,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Foxx, Virginia",0,0,236358,-5.0,241.358,246.358,98,0,REP,NC,2,0.0,0.0,0.0,0.0
H4NE01064,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Fortenberry, Jeff",0,0,125301,-3.5,128.801,132.301,54,0,REP,NE,2,0.0,0.0,0.0,0.0
H8NJ05052,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Garrett, Scott",0,0,649770,-11.0,660.77,671.77,192,0,REP,NJ,2,0.0,0.0,0.0,0.0
H8NJ03073,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Pallone, Frank, Jr.",0,0,1193278,-12.25,1205.528,1217.778,249,0,DEM,NJ,2,0.0,0.0,0.0,0.0
H6NV02164,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Heller, Dean ",0,0,746824,-35.276,782.1,817.376,190,0,REP,NV,2,0.0,0.0,0.0,0.0
H0OK04133,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Harris, R. J.",0,0,1150,0.0,1.15,1.15,3,0,REP,OK,1,0.0,0.0,0.0,0.0
H8UT03089,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Chaffetz, Jason",0,0,347065,-17.05,364.115,381.165,132,0,REP,UT,2,0.0,0.0,0.0,0.0
H2VA04052,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Forbes, J. Randy",0,0,295487,-1.0,296.487,297.487,95,0,REP,VA,2,0.0,0.0,0.0,0.0
H8WI01024,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Ryan, Paul",1,1,1202752,-42.0,1244.752,1286.752,339,0,REP,WI,2,0.0,0.0,0.0,0.0
H8WI09050,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Sensenbrenner, F. James, Jr.",0,0,235669,-3.0,238.669,241.669,108,0,REP,WI,2,0.0,0.0,0.0,0.0
H0WI06061,0.0,0,0.0,0,0.0010768418468660751,0.021172334093756684,"Petri, Tom",0,0,523838,-11.25,535.088,546.338,169,0,REP,WI,2,0.0,0.0,0.0,0.0
